,address,city_district,geo_lat,geo_lon
4045,"город Москва, 3-я улица Ямского Поля, дом 24",,,
4046,"город Москва, улица Правды, дом 8, корпус 13",Беговой,55.7864209,37.5802069
4047,"город Москва, 5-я улица Ямского Поля, дом 7, корпус 2",Беговой,55.7852176,37.5833643
4048,"город Москва, Комсомольский проспект, дом 24, строение 1",Хамовники,55.7280509,37.5805142
4049,"город Москва, улица Тимура Фрунзе, дом 11, корпус 2",Хамовники,55.7337365,37.5895545
4050,"город Москва, улица Тимура Фрунзе, дом 11, строение 44",Хамовники,55.7350085,37.5857635
4051,"город Москва, улица Скульптора Мухиной, дом 4",,,
4052,"город Москва, Сколковское шоссе, дом 31, строение 2",Можайский,55.7047378,37.4041229
4053,"город Москва, Сколковское шоссе, дом 31, строение 1",Можайский,55.7060576,37.4043504
4054,"город Москва, Большой Толмачёвский переулок, дом 5, строение 3",Якиманка,55.7396384,37.6200677
4055,"город Москва, Монтажная улица, дом 1/4, строение 1",Гольяново,55.8214753,37.7640977
4056,"город Москва, Маленковская улица, дом 32, строение 2",Сокольники,55.787,37.6744457
4057,"город Москва, улица Сущёвский Вал, дом 31, строение 1",Марьина роща,55.7937699,37.6041479
4058,"город Москва, Покровский бульвар, дом 16-18, строение 4-4А",Басманный,55.6033782,37.6249964
4059,"город Москва, улица Красная Пресня, дом 31",Пресненский,55.7623179,37.5633454
4060,"город Москва, площадь Тверская Застава, дом 7, строение 1",Тверской,55.7764718,37.5817299
4061,"город Москва, Бутырская улица, дом 46, строение 1",Бутырский,55.7994796,37.5848103
4062,"город Москва, Новосущёвская улица, дом 22, строение 1",Марьина роща,55.7882971,37.6061229
4063,"город Москва, Новосущёвская улица, дом 22, строение 2",Марьина роща,55.7877358,37.60429
4064,"город Москва, Новосущёвская улица, дом 22, строение 3",Марьина роща,55.788718,37.60484
4065,"город Москва, улица Образцова, дом 9, строение 9",Марьина роща,55.7878531,37.6089844
4066,"город Москва, Багратионовский проезд, дом 7, корпус 1",Филевский парк,55.7422235,37.5017619
4067,"город Москва, Багратионовский проезд, дом 7, корпус 2",Филевский парк,55.7418012,37.5012251
4068,"город Москва, Багратионовский проезд, дом 7, корпус 3",Филевский парк,55.7414431,37.5040205
4069,"город Москва, улица Барклая, дом 8",,,
4070,"город Москва, Багратионовский проезд, дом 7, корпус 20А",Филевский парк,55.7428222,37.5028195
4071,"город Москва, Рябиновая улица, дом 36А",Очаково-Матвеевское,55.6866755,37.4230582
4072,"город Москва, Волоколамское шоссе, дом 90, строение 12",Покровское-Стрешнево,55.8238567,37.4409069
4073,"город Москва, Люблинская улица, дом 173",,,
4074,"город Москва, Привольная улица, дом 41",,,
4075,"город Москва, Берсеневская набережная, дом 14, строение 5",Якиманка,55.7425384,37.609261
4076,"город Москва, улица Борисовские Пруды, дом 12, корпус 2",Братеево,55.6354109,37.7433875
4077,"город Москва, Ярославское шоссе, владение 3, строение 1",Ярославский,55.8514512,37.6762116
4078,"город Москва, 1-я Мытищинская улица, дом 17",,,
4079,"город Москва, улица Касаткина, дом 1, корпус 1",Алексеевский,55.8273116,37.651747
4080,"город Москва, улица Касаткина, дом 3, строение 2",Алексеевский,55.8267125,37.6549116
4081,"город Москва, улица Лётчика Бабушкина, дом 33",,,
4082,"город Москва, Трубная улица, дом 15",,,
4083,"город Москва, улица Академика Королёва, дом 15, корпус 2",Останкинский,55.8184701,37.6147266
4084,"город Москва, улица Докукина, дом 8, строение 2",Ростокино,55.8388939,37.6541077
4085,"город Москва, Новомосковская улица, дом 24",Останкинский,55.8184405,37.6178063
4086,"город Москва, улица Годовикова, дом 9, строение 1",Останкинский,55.8067664,37.6255886
4087,"город Москва, Олонецкая улица, дом 24",Останкинский,55.8577709,37.6209752
4088,"город Москва, Енисейская улица, дом 1, строение 1",Свиблово,55.8496262,37.6700762
4089,"город Москва, Сельскохозяйственная улица, дом 20, корпус 1",Ростокино,55.8369562,37.6427576
4090,"город Москва, улица Сергея Эйзенштейна, дом 8, строение 1",Ростокино,55.8343829,37.6405775
4091,"город Москва, Зубарев переулок, дом 15, корпус 1",Алексеевский,55.8114995,37.6425688
4092,"город Москва, проспект Мира, дом 95, строение 1",Останкинский,55.808067,37.6358891
4093,"город Москва, 1-я Мытищинская улица, дом 27, строение 1",Алексеевский,55.8025758,37.6489491
4094,"город Москва, 3-я Мытищинская улица, дом 10, строение 9",Алексеевский,55.803502,37.6484361
4095,"город Москва, 3-я Мытищинская улица, дом 10, строение 1",Алексеевский,55.8026883,37.6470726
4096,"город Москва, 12-й проезд Марьиной Рощи, владение 9, строение 2",Марьина роща,55.8045004,37.6185211
4097,"город Москва, Трифоновская улица, дом 24, строение 1",Мещанский,55.7883314,37.6181598
4098,"город Москва, Олимпийский проспект, дом 18/1",Мещанский,55.7848545,37.6236648
4099,"город Москва, улица Кибальчича, дом 6, корпус 1",Алексеевский,55.8156246,37.6488429
4100,"город Москва, улица Вильгельма Пика, дом 4, строение 1",Ростокино,55.8349222,37.6355477
4101,"город Москва, улица Щепкина, дом 51/4, строение 1",Мещанский,55.7841184,37.628116
4102,"город Москва, Выползов переулок, дом 7, строение 2",Мещанский,55.7794986,37.6269058
4103,"город Москва, проспект Мира, дом 41, строение 2",Мещанский,55.7815329,37.6325715
4104,"город Москва, 1-я Останкинская улица, владение 7А, строение 19",Останкинский,55.8241437,37.6036021
4105,"город Москва, улица Бочкова, дом 10, строение 1",Останкинский,55.8116893,37.6311134
4106,"город Москва, Анненский проезд, дом 1, строение 1",Марьина роща,55.8021821,37.6077299
4107,"город Москва, улица Сущёвский Вал, дом 5, строение 20",Марьина роща,55.7938964,37.5933145
4108,"город Москва, улица Сущёвский Вал, дом 5, строение 21",Марьина роща,55.7933368,37.5926988
4109,"город Москва, улица Сущёвский Вал, дом 5, строение 22",Марьина роща,55.7930163,37.5926429
4110,"город Москва, Лианозовский проезд, дом 6",,,
4111,"город Москва, Абрамцевская улица, дом 28, строение 1",Лианозово,55.9077613,37.574675
4112,"город Москва, Большая Новодмитровская улица, дом 14, строение 4",Бутырский,55.7994676,37.585827
4113,"город Москва, Анненская улица, дом 25, строение 1",Марьина роща,55.8061738,37.6088974
4114,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",Марьина роща,55.7941668,37.5928162
4115,"город Москва, Новгородская улица, дом 1",,,
4116,"город Москва, Череповецкая улица, дом 4А",Лианозово,55.8979952,37.565791
4117,"город Москва, улица Декабристов, дом 15А",Отрадное,55.8654541,37.604442
4118,"город Москва, Огородный проезд, дом 10, строение 9",Бутырский,55.8140462,37.6049283
4119,"город Москва, Алтуфьевское шоссе, дом 40Д",,,
4120,"город Москва, улица Руставели, дом 14, строение 1",Бутырский,55.8122415,37.5954185
4121,"город Москва, Псковская улица, дом 2А",Лианозово,55.9011719,37.5530908
4122,"город Москва, Бибиревская улица, дом 2, строение 1",Алтуфьевский,55.8769801,37.5889259
4123,"город Москва, 3-й проезд Марьиной Рощи, дом 40, строение 1",Марьина роща,55.7964236,37.6099473
4124,"город Москва, улица Сущёвский Вал, дом 43",,,
4125,"город Москва, Полярная улица, дом 39, строение 1",Северное Медведково,55.8930455,37.6455429
4126,"город Москва, Полярная улица, дом 31А, строение 1",Северное Медведково,55.8875705,37.6379602
4127,"город Москва, Огородный проезд, дом 7, строение 1",Бутырский,55.8109421,37.6059784
4128,"город Москва, улица Лескова, дом 1",,,
4129,"город Москва, Большая Марфинская улица, дом 1А",Марфино,55.8275709,37.5911924
4130,"город Москва, проспект Мира, дом 105",Останкинский,,
4131,"город Москва, проспект Мира, дом 105, строение 1",Останкинский,55.8148752,37.6374132
4132,"город Москва, Дмитровское шоссе, дом 171",Северный,55.943658,37.536446
4133,"город Москва, улица Академика Королёва, дом 12",,,
4134,"город Москва, Сельскохозяйственная улица, дом 12Б, строение 3",Ростокино,55.8399558,37.6467839
4135,"город Москва, проспект Мира, дом 102, корпус 1",Алексеевский,55.8006599,37.636751
4136,"город Москва, Чермянский проезд, дом 5, строение 26",Северное Медведково,55.88759,37.6350408
4137,"город Москва, улица Образцова, дом 14",Марьина роща,55.7878301,37.6101115
4138,"город Москва, улица Бегичева, дом 4",Алтуфьевский,55.8782978,37.5769181
4139,"город Москва, улица Академика Королёва, дом 21",,,
4140,"город Москва, улица Годовикова, дом 9, строение 25",Останкинский,55.8048009,37.6291728
4141,"город Москва, проспект Мира, дом 114Б, строение 2",Алексеевский,55.808221,37.6379209
4142,"город Москва, Старомарьинское шоссе, дом 5",Марьина роща,55.8031802,37.6104694
4143,"город Москва, Заповедная улица, дом 3",,,
4144,"город Москва, Тайнинская улица, дом 15, корпус 3",Лосиноостровский,55.8847465,37.6833006
4145,"город Москва, Ярославское шоссе, владение 3, строение 2",Ярославский,55.8515845,37.674699
4146,"город Москва, Ярославское шоссе, владение 3, строение 3",Ярославский,55.8515845,37.674699
4147,"город Москва, проспект Мира, дом 111",Останкинский,,
4148,"город Москва, Алтуфьевское шоссе, дом 106",Бибирево,55.9076802,37.5887854
4149,"город Москва, Сельскохозяйственная улица, дом 9, строение 1",Ростокино,55.8336528,37.6462266
4150,"город Москва, Новоалексеевская улица, дом 6",,,
4151,"город Москва, улица Сущёвский Вал, дом 18А",Марьина роща,55.7922737,37.6038001
4152,"город Москва, Калибровская улица, дом 31, строение 1",Останкинский,55.8082326,37.6250115
4153,"город Москва, 1-й Рижский переулок, дом 6, строение 1",Алексеевский,55.8061917,37.6527707
4154,"город Москва, улица Менжинского, дом 38, корпус 1, строение 2",Бабушкинский,55.8704206,37.6616352
4155,"город Москва, 1-я Останкинская улица, дом 57",Останкинский,55.8236756,37.6351576
4156,"город Москва, улица Академика Королёва, дом 19, строение 1",Останкинский,55.8195563,37.6035835
4157,"город Москва, 1-я Останкинская улица, дом 55",,,
4158,"город Москва, Сигнальный проезд, владение 19, строение 1",Отрадное,55.8527425,37.593253
4159,"город Москва, Маломосковская улица, дом 22, строение 1",Алексеевский,55.8117912,37.6525333
4160,"город Москва, Маломосковская улица, дом 22, строение 2",Алексеевский,55.8113486,37.6523935
4161,"город Москва, Палехская улица, дом 10",Ярославский,55.8663278,37.6983538
4162,"город Москва, улица Пришвина, дом 26",,,
4163,"город Москва, Осташковская улица, дом 14, строение 5",Лосиноостровский,55.8819412,37.6776033
4164,"город Москва, Звёздный бульвар, дом 17, строение 3",Останкинский,55.8127807,37.6274662
4165,"город Москва, улица Плещеева, дом 2, строение 1",Бибирево,55.882724,37.6045992
4166,"город Москва, Малая Ботаническая улица, дом 24А, строение 1",Марфино,55.8317096,37.5828289
4167,"город Москва, Алтуфьевское шоссе, владение 79Б, строение 1",Алтуфьевский,55.8871979,37.582063
4168,"город Москва, улица Лескова, дом 19А, строение 2",Бибирево,55.8943412,37.6169708
4169,"город Москва, Бутырская улица, дом 76, строение 1",Бутырский,55.8041785,37.5834255
4170,"город Москва, Мурановская улица, дом 8Б",Бибирево,55.8928971,37.6038625
4171,"город Москва, Ярославская улица, дом 9Б",Алексеевский,55.8169975,37.6466999
4172,"город Москва, Полковая улица, дом 1",,,
4173,"город Москва, Шереметьевская улица, дом 20",Марьина роща,55.8033911,37.61883
4174,"город Москва, Большая Новодмитровская улица, дом 23, строение 1",Бутырский,55.8005031,37.584712
4175,"город Москва, улица Сущёвский Вал, дом 9, строение 1",Марьина роща,55.7927602,37.5932953
4176,"город Москва, Енисейская улица, дом 26А",Бабушкинский,55.8711608,37.6659326
4177,"город Москва, Алтуфьевское шоссе, дом 52",,,
4178,"город Москва, Хованская улица, владение 20",Останкинский,55.8286698,37.6226622
4179,"город Москва, Огородный проезд, дом 18, строение 1",Бутырский,55.8173077,37.5984896
4180,"город Москва, 1-я Останкинская улица, владение 7А, строение 18",Останкинский,55.8291347,37.6173388
4181,"город Москва, 87-й километр Московской Кольцевой Автодороги, владение 14",,,
4182,"город Москва, улица Милашенкова, дом 4Д",,,
4183,"город Москва, улица Менжинского, дом 32",,,
4184,"город Москва, улица Пришвина, дом 3Б",Бибирево,55.889926,37.5912568
4185,"город Москва, Дмитровское шоссе, дом 163, строение 8",Северный,55.910881,37.540757
4186,"город Москва, Графский переулок, дом 14, корпус 1",Алексеевский,55.8027473,37.6412302
4187,"город Москва, Заповедная улица, дом 1",,,
4188,"город Москва, Ярославское шоссе, дом 26, корпус 1",Ярославский,55.8554567,37.6958202
4189,"город Москва, улица Годовикова, дом 8, строение 2",Останкинский,55.8051583,37.6323304
4190,"город Москва, Берёзовая аллея, домовладение 8, строение 1",Отрадное,55.8497503,37.6132279
4191,"город Москва, проспект Мира, дом 211, корпус 1",Свиблово,55.843982,37.6627212
4192,"город Москва, Огородный проезд, дом 2А",,,
4193,"город Москва, проспект Мира, дом 123А",Останкинский,55.8275902,37.6425172
4194,"город Москва, улица Декабристов, дом 12",Отрадное,55.863066,37.6021967
4195,"город Москва, Алтуфьевское шоссе, дом 86, корпус 1",Бибирево,55.897757,37.588303
4196,"город Москва, площадь Борьбы, дом 13А, строение 1",Марьина роща,55.786081,37.6055522
4197,"город Москва, Ярославское шоссе, дом 7",,,
4198,"город Москва, улица Декабристов, владение 51, строение 33",Отрадное,55.8614327,37.6230142
4199,"город Москва, Хибинский проезд, дом 3, строение 7",Ярославский,55.8618006,37.6860716
4200,"город Москва, улица Образцова, дом 38, строение 1",Марьина роща,55.791673,37.6100249
4201,"город Москва, Анадырский проезд, дом 8, корпус 1",Лосиноостровский,55.8634871,37.6827638
4202,"город Москва, улица Академика Королёва, дом 8А",Останкинский,55.8222376,37.6231902
4203,"город Москва, 1-я Останкинская улица, дом 1А",,,
4204,"город Москва, улица Лётчика Бабушкина, владение 36А",Лосиноостровский,55.8716789,37.6773069
4205,"город Москва, Отрадная улица, дом 8",,,
4206,"город Москва, улица Бочкова, дом 11А, строение 1",Останкинский,55.8097359,37.625833
4207,"город Москва, улица Яблочкова, дом 21, строение 3",Бутырский,55.8192576,37.5775909
4208,"город Москва, улица Декабристов, дом 43, строение 1",Отрадное,55.859848,37.6195818
4209,"город Москва, 1-я Останкинская улица, дом 53",,,
4210,"город Москва, Ярославское шоссе, дом 36",,,
4211,"город Москва, Отрадный проезд, дом 2Б",,,
4212,"город Москва, улица Римского-Корсакова, дом 20, строение 2",Отрадное,55.8745583,37.6102715
4213,"город Москва, Лосевская улица, дом 9",Ярославский,55.8777297,37.7147081
4214,"город Москва, Ярославское шоссе, дом 54",,,
4215,"город Москва, улица Римского-Корсакова, дом 2А",Отрадное,55.8693235,37.5898801
4216,"город Москва, Алтуфьевское шоссе, дом 84",Бибирево,55.8960186,37.5882279
4217,"город Москва, 82-й километр Московской Кольцевой Автодороги, владение 18",,54.9079095,37.3974486
4218,"город Москва, 1-я Останкинская улица, дом 55Д",,,
4219,"город Москва, Ростокинская улица, дом 3",,,
4220,"город Москва, улица Касаткина, дом 13",,,
4221,"город Москва, 1-й Сельскохозяйственный проезд, дом 2",,,
4222,"город Москва, Новодмитровская улица, дом 1, строение 2",Бутырский,55.8061214,37.5838705
4223,"город Москва, улица Пришвина, дом 22",Бибирево,55.8854227,37.6021688
4224,"город Москва, улица Яблочкова, дом 19Г",Бутырский,55.8191079,37.5780575
4225,"город Москва, улица Касаткина, дом 15",,,
4226,"город Москва, проспект Мира, дом 102, строение 1А",Алексеевский,54.9652077,39.0260266
4227,"город Москва, Юрловский проезд, дом 17, строение 1",Отрадное,55.8706252,37.6190262
4228,"город Москва, Стартовая улица, дом 12",,,
4229,"город Москва, 1-й Ботанический проезд, дом 2",Свиблово,55.8506516,37.6360673
4230,"город Москва, Хибинский проезд, дом 6, строение 1",Ярославский,55.8548883,37.6768555
4231,"город Москва, Широкая улица, дом 13А",,,
4232,"город Москва, улица Кашёнкин Луг, дом 4",Марфино,55.8251179,37.5992015
4233,"город Москва, 9-я Северная линия, дом 1, корпус 2",Северный,55.9350186,37.5563212
4234,"город Москва, Стартовая улица, дом 27А",Лосиноостровский,55.8846132,37.6921918
4235,"город Москва, Отрадная улица, дом 2Б, строение 1",Отрадное,55.8572078,37.59984
4236,"город Москва, улица Плещеева, дом 4, корпус 1, строение 5",Бибирево,55.8827792,37.6048394
4237,"город Москва, улица Сущёвский Вал, владение 14Б",Марьина роща,55.7923493,37.6013407
4238,"город Москва, улица Седова, дом 4, корпус 1",Свиблово,55.8528231,37.6421648
4239,"город Москва, улица Лётчика Бабушкина, дом 1, корпус 3",Бабушкинский,55.8542132,37.6715471
4240,"город Москва, Маломосковская улица, дом 7",,,
4241,"город Москва, проспект Мира, дом 120, корпус 1",Алексеевский,55.8122227,37.6388674
4242,"город Москва, проезд Шокальского, дом 7, корпус 2",Южное Медведково,55.8744856,37.6429499
4243,"город Москва, Сигнальный проезд, дом 17",,,
4244,"город Москва, улица Вильгельма Пика, дом 4, строение 8",Ростокино,55.8351084,37.6345369
4245,"город Москва, Полярная улица, дом 37А",,,
4246,"город Москва, Ярославское шоссе, дом 31",Ярославский,55.8599624,37.6880118
4247,"город Москва, Складочная улица, дом 1, строение 39",Бутырский,55.8007073,37.5928171
4248,"город Москва, Аргуновская улица, дом 12, строение 2",Останкинский,55.8173529,37.6234733
4249,"город Москва, Звёздный бульвар, дом 23А",Останкинский,55.8110165,37.622599
4250,"город Москва, Ярославская улица, дом 17, корпус 2, строение 1",Алексеевский,55.8233978,37.6476154
4251,"город Москва, Широкая улица, дом 12Б",Северное Медведково,55.8865463,37.6602498
4252,"город Москва, Ярославская улица, дом 13А, строение 1",Алексеевский,55.8193417,37.6445562
4253,"город Москва, Хибинский проезд, дом 14, строение 1",Ярославский,55.8578572,37.6825683
4254,"город Москва, 87-й километр Московской Кольцевой Автодороги, дом 8",,,
4255,"город Москва, Бутырская улица, дом 8А",Бутырский,55.7970543,37.5849249
4256,"город Москва, Псковская улица, дом 11",,,
4257,"город Москва, Алтуфьевское шоссе, дом 70, корпус 1",Бибирево,55.8882331,37.5886292
4258,"город Москва, проезд Серебрякова, дом 6",,,
4259,"город Москва, Снежная улица, дом 27",,,
4260,"город Москва, Ярославское шоссе, дом 1, корпус 1",Ярославский,55.8508367,37.6744984
4261,"город Москва, проспект Мира, дом 125",Ростокино,,
4262,"город Москва, Ботаническая улица, домовладение 25, строение 1",Марфино,55.8318702,37.5971591
4263,"город Москва, Енисейская улица, дом 5, корпус 2",Бабушкинский,55.8598654,37.6590969
4264,"город Москва, улица Лескова, дом 3Г",Бибирево,55.8987239,37.5916113
4265,"город Москва, Алтуфьевское шоссе, дом 48, корпус 3",Алтуфьевский,55.8765044,37.5898924
4266,"город Москва, Ярославское шоссе, дом 8А",Ярославский,55.8527285,37.689318
4267,"город Москва, Ярославское шоссе, владение 116",Ярославский,55.8679611,37.7088297
4268,"город Москва, Ярославская улица, дом 8, корпус 8",Алексеевский,55.8169918,37.6481662
4269,"город Москва, Шереметьевская улица, дом 6, корпус 1",Марьина роща,55.7953686,37.6170979
4270,"город Москва, Аргуновская улица, дом 3, корпус 1",Останкинский,55.8157552,37.619402
4271,"город Москва, Челобитьевское шоссе, дом 2",,,
4272,"город Москва, Костромская улица, дом 17",Бибирево,55.8846304,37.6010314
4273,"город Москва, улица Двинцев, дом 10",,,
4274,"город Москва, Алтуфьевское шоссе, дом 8",,,
4275,"город Москва, Абрамцевская улица, дом 30, строение 5",Лианозово,55.9079072,37.5760243
4276,"город Москва, улица Лескова, дом 26А",Бибирево,55.8944353,37.6130696
4277,"город Москва, Белозерская улица, дом 23Г",Бибирево,55.8968821,37.6222125
4278,"город Москва, Высоковольтный проезд, дом 1, строение 49",Отрадное,55.8759865,37.5949235
4279,"город Москва, Ясный проезд, дом 26, корпус 4",Южное Медведково,55.8754557,37.6225402
4280,"город Москва, Псковская улица, дом 13",,,
4281,"город Москва, улица Павла Корчагина, дом 2",,,
4282,"город Москва, Абрамцевская улица, дом 24А",Лианозово,55.9035967,37.5744093
4283,"город Москва, 17-й проезд Марьиной Рощи, дом 4",,,
4284,"город Москва, Отрадная улица, дом 1А",,,
4285,"город Москва, Алтуфьевское шоссе, дом 48, корпус 2",Алтуфьевский,55.87616,37.5887306
4286,"город Москва, Дмитровское шоссе, дом 165Е, корпус 8",Северный,55.915992,37.540084
4287,"город Москва, улица Тихомирова, дом 10, корпус 1",Северное Медведково,55.8838234,37.6525229
4288,"город Москва, Графский переулок, дом 9А",,,
4289,"город Москва, улица Двинцев, дом 12, корпус 1",Марьина роща,55.7962294,37.5998833
4290,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",Северный,55.909368,37.540362
4291,"город Москва, проспект Мира, дом 211, корпус 2",Свиблово,55.8451442,37.6597218
4292,"город Москва, Сигнальный проезд, дом 16, строение 14",Отрадное,55.8492084,37.5976443
4293,"город Москва, Сигнальный проезд, дом 16, строение 1",Отрадное,55.8509622,37.6013218
4294,"город Москва, Илимская улица, дом 5, корпус 2",Лианозово,55.8886495,37.5813343
4295,"город Москва, улица Кондратюка, дом 1А",Останкинский,55.8195342,37.6365652
4296,"город Москва, Дмитровское шоссе, дом 163А, корпус 2",Северный,55.911537,37.542617
4297,"город Москва, Тайнинская улица, дом 19",Лосиноостровский,55.886001,37.6847144
4298,"город Москва, Шереметьевская улица, дом 22А",Марьина роща,55.8046408,37.6166593
4299,"город Москва, улица Конёнкова, дом 10Б",Бибирево,55.891188,37.6149974
4300,"город Москва, Снежная улица, дом 16, корпус 1",Свиблово,55.8511224,37.6460752
4301,"город Москва, улица Декабристов, дом 15Б",Отрадное,55.8648551,37.6041092
4302,"город Москва, Енисейская улица, дом 19, корпус 1",Бабушкинский,55.8691933,37.6630121
4303,"город Москва, Уржумская улица, дом 4, строение 14",Свиблово,55.8518447,37.6671217
4304,"город Москва, 2-я Ямская улица, дом 4",,,
4305,"город Москва, Большая Марфинская улица, дом 1, корпус 5",Марфино,55.827683,37.5919754
4306,"город Москва, проезд Дежнёва, дом 21",,,
4307,"город Москва, улица Константинова, дом 11А",Алексеевский,55.8169292,37.6553198
4308,"город Москва, улица Римского-Корсакова, дом 15А, корпус 1",Отрадное,55.8776227,37.6089472
4309,"город Москва, Череповецкая улица, дом 12",,,
4310,"город Москва, проезд Дежнёва, дом 1",,,
4311,"город Москва, Снежная улица, дом 26",,,
4312,"город Москва, Октябрьский переулок, дом 7",,,
4313,"город Москва, улица Конёнкова, дом 5А",Бибирево,55.8886805,37.6038953
4314,"город Москва, Енисейская улица, дом 12А",Бабушкинский,55.8628311,37.66173
4315,"город Москва, Полярная улица, дом 33Г",Северное Медведково,55.8889838,37.6455912
4316,"город Москва, проспект Мира, дом 128",Алексеевский,,
4317,"город Москва, улица Вильгельма Пика, дом 3, строение 1",Ростокино,55.8345129,37.6384302
4318,"город Москва, Ярославское шоссе, дом 146, корпус 1",Ярославский,55.8779125,37.7315699
4319,"город Москва, Садовая-Спасская улица, дом 8, строение 1",Красносельский,55.770693,37.6402107
4320,"город Москва, Черницынский проезд, дом 3, строение 11",Гольяново,55.8191035,37.7927468
4321,"город Москва, Щёлковское шоссе, дом 3, строение 5",Гольяново,55.8038989,37.751686
4322,"город Москва, Амурская улица, дом 9/6, строение 1-2",Гольяново,55.8114383,37.7722604
4323,"город Москва, Краснобогатырская улица, дом 89, строение 1",Преображенское,55.8007616,37.7138728
4324,"город Москва, 2-я Пугачёвская улица, дом 7",,,
4325,"город Москва, бульвар Маршала Рокоссовского, дом 31",,,
4326,"город Москва, Щёлковское шоссе, дом 77, строение 1",Гольяново,55.8120154,37.8040641
4327,"город Москва, Щёлковское шоссе, дом 77А",Гольяново,55.81324,37.8041573
4328,"город Москва, Новая Басманная улица, дом 23А, строение 4",Красносельский,55.7699661,37.6617498
4329,"город Москва, Каланчёвская улица, дом 16, строение 3",Красносельский,55.7771265,37.6492468
4330,"город Москва, Монтажная улица, дом 8, строение 10",Гольяново,55.8099859,37.7708139
4331,"город Москва, Большая Оленья улица, дом 15А, строение 1",Сокольники,55.8075856,37.6919666
4332,"город Москва, Открытое шоссе, дом 24, корпус 7",Метрогородок,55.820039,37.7539906
4333,"город Москва, Пермская улица, дом 7, строение 2",Метрогородок,55.8214391,37.731412
4334,"город Москва, Пермская улица, дом 3, строение 26",Метрогородок,55.8212123,37.7361181
4335,"город Москва, улица Сокольнический Вал, дом 28",,,
4336,"город Москва, Хабаровская улица, дом 15",,,
4337,"город Москва, Ольховская улица, дом 27",,,
4338,"город Москва, Преображенская площадь, дом 7А, строение 1",Преображенское,55.7955567,37.7091652
4339,"город Москва, Алтайская улица, дом 26А",Гольяново,55.8198361,37.8222801
4340,"город Москва, Русаковская улица, дом 25, строение 1",Сокольники,55.7865662,37.676473
4341,"город Москва, улица Стромынка, дом 22",Сокольники,55.7943228,37.7034044
4342,"город Москва, Байкальская улица, дом 1/3, строение 5",Гольяново,55.8168878,37.780265
4343,"город Москва, 1-я Гражданская улица, дом 96",Богородское,55.8072556,37.7090291
4344,"город Москва, Ивантеевская улица, дом 25А",,,
4345,"город Москва, Открытое шоссе, дом 9, строение 1",Богородское,55.8153513,37.7379669
4346,"город Москва, Открытое шоссе, дом 9, строение 10",Богородское,55.8161636,37.7351157
4347,"город Москва, Большая Семёновская улица, дом 15",,,
4348,"город Москва, Иркутская улица, дом 5/6, строение 1",Гольяново,55.8161175,37.7841992
4349,"город Москва, улица Бирюсинка, дом 6, корпус 1-5",Гольяново,55.8140465,37.775199
4350,"город Москва, Новокосинская улица, дом 19, строение 2",Новокосино,55.7405183,37.8592325
4351,"город Москва, Электрозаводская улица, дом 24",,,
4352,"город Москва, Щёлковское шоссе, дом 100, корпус 100",Северное Измайлово,55.8106202,37.8305121
4353,"город Москва, Тагильская улица, дом 4, строение 5",Метрогородок,55.8179653,37.7518016
4354,"город Москва, улица Стромынка, дом 18, корпус 1",Сокольники,55.793086,37.6956482
4355,"город Москва, бульвар Маршала Рокоссовского, дом 34",,,
4356,"город Москва, Новокосинская улица, дом 13А",Новокосино,55.7353498,37.8526986
4357,"город Москва, Щёлковское шоссе, дом 100, корпус 1",Северное Измайлово,55.8120002,37.8340452
4358,"город Москва, Алтайская улица, дом 21, строение 1",Гольяново,55.8219378,37.8237001
4359,"город Москва, Суздальская улица, дом 15А",Новокосино,55.7449642,37.8641727
4360,"город Москва, Большая Черкизовская улица, дом 24А, строение 1",Преображенское,55.7950411,37.737555
4361,"город Москва, Большая Косинская улица, дом 1Д",,,
4362,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 11",Преображенское,55.7965427,37.7111281
4363,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 12",Преображенское,55.7962482,37.7122034
4364,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 13",Преображенское,55.7964238,37.7135475
4365,"город Москва, улица Сокольнический Вал, дом 2А",,,
4366,"город Москва, Суздальская улица, дом 24Б",Новокосино,55.7423517,37.8590682
4367,"город Москва, 2-й Иртышский проезд, дом 6, строение 1",Гольяново,55.8128226,37.7657123
4368,"город Москва, Иркутская улица, дом 11, корпус 1",Гольяново,55.8198751,37.7813248
4369,"город Москва, 16-я Парковая улица, дом 32",,,
4370,"город Москва, Щёлковское шоссе, дом 102А",,,
4371,"город Москва, Большая Черкизовская улица, дом 30Б",Преображенское,55.8000543,37.7411672
4372,"город Москва, улица Олений Вал, дом 22",,,
4373,"город Москва, Сокольническая площадь, дом 4А",Сокольники,55.7899591,37.6785866
4374,"город Москва, Сокольническая площадь, дом 9А",Сокольники,55.7903581,37.6798914
4375,"город Москва, 1-я Пугачёвская улица, дом 25, строение 1",Преображенское,55.7950053,37.7320703
4376,"город Москва, Тагильская улица, дом 4, строение 15",Метрогородок,55.8191713,37.7510797
4377,"город Москва, Сиреневый бульвар, дом 77",Северное Измайлово,55.8037174,37.8312811
4378,"город Москва, Погонный проезд, дом 5",,,
4379,"город Москва, улица Олений Вал, дом 9",,,
