,address,city_area,city_district,geo_lat,geo_lon,street_with_type,location
3093,"город Москва, Малая Пироговская улица, дом 13, строение 1",Центральный,Хамовники,55.7290055,37.5703388,ул Пироговская М.,
3094,"город Москва, 2-й Обыденский переулок, дом 9",Центральный,Хамовники,55.7412944,37.603435,пер Обыденский 2-й,
3095,"город Москва, улица Тимура Фрунзе, дом 28",Центральный,Хамовники,55.7363427,37.5870451,ул Тимура Фрунзе,
3096,"город Москва, Смоленский бульвар, дом 24, строение 4",Центральный,Хамовники,55.7429524,37.5865213,Смоленский б-р,
3097,"город Москва, Хитровский переулок, дом 3/1, строение 4",Центральный,Басманный,55.7534597,37.6433411,Хитровский пер,
3098,"город Москва, Лубянский проезд, дом 25, строение 1",Центральный,Басманный,55.754813,37.6345118,Лубянский проезд,
3099,"город Москва, улица Сергия Радонежского, дом 5, строение 1",Центральный,Таганский,55.7470735,37.6740571,ул Сергия Радонежского,
3100,"город Москва, улица Покровка, дом 16",,окровка,,,ул Покровка,окровка
3101,"город Москва, улица Покровка, дом 48, строение 1",Центральный,Басманный,55.7632248,37.6547406,ул Покровка,
3102,"город Москва, улица Сергия Радонежского, дом 23-25, строение 1",Центральный,Таганский,55.7469348,37.6784524,ул Сергия Радонежского,
3103,"город Москва, Подколокольный переулок, дом 13, строение 1",Центральный,Басманный,55.7529429,37.6450588,Подколокольный пер,
3104,"город Москва, улица Покровка, дом 38А",Центральный,Басманный,55.7612794,37.6514483,ул Покровка,
3105,"город Москва, Андроньевская площадь, дом 5/9",Центральный,Таганский,55.7472599,37.6695347,Андроньевская пл,
3106,"город Москва, улица Казакова, дом 8, строение 2",Центральный,Басманный,55.7627084,37.6611861,ул Казакова,
3107,"город Москва, улица Земляной Вал, дом 26, строение 1",Центральный,Басманный,55.7581132,37.6570604,ул Земляной Вал,
3108,"город Москва, улица Золоторожский Вал, дом 40",,Лефортово,,,ул Золоторожский Вал,Лефортово
3109,"город Москва, Большой Спасоглинищевский переулок, дом 3, строение 5",Центральный,Басманный,55.7563401,37.6351734,пер Спасоглинищевский Б.,
3110,"город Москва, улица Покровка, дом 28, строение 3",Центральный,Басманный,55.7600676,37.6496939,ул Покровка,
3111,"город Москва, Покровский бульвар, дом 6/20, строение 1",Центральный,Басманный,55.7575303,37.6462326,Покровский б-р,
